Denumire Operator,Cod Fiscal,Localitate,Nr.Vehicule,Export data,Clase Transportator
JULIA&CARLA TRANS SRL,R10688528,Baia Mare,1,2026.07,Operatori mici
ZEUS S.R.L.,R10390652,Baia Mare,1,2026.07,Operatori mici
PLASCOM IMPEX SRL,R8265046,Reghin,1,2026.07,Operatori mici
RELADI IMPEX SRL,R14612913,Cavnic,1,2026.07,Operatori mici
GERY GROUP SPEDITION SRL-D,R35826170,Iernut,1,2026.07,Operatori mici
TRANS LEO IMPEX SRL,R21521117,Baia Mare,1,2026.07,Operatori mici
WESTIR SA,R5085717,Baia Mare,1,2026.07,Operatori mici
GEMACO SRL,R16183400,Bahnea,1,2026.07,Operatori mici
EDIRIS TRANS S.R.L.,R50464392,Bragadiru,1,2026.07,Operatori mici
ZEYNEL LOGISTIC SRL,R43388748,Bragadiru,1,2026.07,Operatori mici
NETWORK SHOP 2000 SRL,R34730557,Bragadiru,1,2026.07,Operatori mici
TUDOR INDEPENDENT SRL,R11226047,Balotesti,1,2026.07,Operatori mici
CERES VENDOR SRL,R37779229,Miercurea Ciuc,1,2026.07,Operatori mici
IN COM EURO SRL,R492221,Miercurea Ciuc,1,2026.07,Operatori mici
MEDAL COM TRANSPORT SRL,R31499777,Iasi,1,2026.07,Operatori mici
MILAVI TRANS SRL,R31544819,Slobozia,1,2026.07,Operatori mici
MARIS COM SRL,R5737624,Slobozia,1,2026.07,Operatori mici
EURO CARPATLINE SRL,R40650444,Dobroesti,1,2026.07,Operatori mici
LIGE SPEDITION SRL,R28361013,Gruiu,1,2026.07,Operatori mici
HUSI & HARI TRANS SRL,R36356425,Fetesti,1,2026.07,Operatori mici
NIVIDAMA SRL,R12244114,Subcetate,1,2026.07,Operatori mici
IFANTIS ROMANIA S.A,R6739810,Otopeni,1,2026.07,Operatori mici
RABBIT SPEDITION SRL,R35344074,Pantelimon,1,2026.07,Operatori mici
COZAP TRANS S.R.L.,R14315254,Prigoria,1,2026.07,Operatori mici
MIRUAL PROD,R4665325,Targu Jiu,1,2026.07,Operatori mici
BETMAX TRANSPORT SRL,R29420398,Calan,1,2026.07,Operatori mici
LILI TRANSPORT PAN SRL,R45833116,Fratesti,1,2026.07,Operatori mici
METROPOLIS SRL,R14917373,Fratesti,1,2026.07,Operatori mici
ATI TRANS SRL,R15577555,Adunatii Copaceni,1,2026.07,Operatori mici
FAPICOM SRL,R530414,Gheorgheni,1,2026.07,Operatori mici
IUMI TRANS SRL,R14148415,Deva,1,2026.07,Operatori mici
COSMOS TRANS SRL,R23885777,Giurgiu,1,2026.07,Operatori mici
GAFLOR TRANSPORT SRL,R12538454,Giurgiu,1,2026.07,Operatori mici
ROGARD COOM IMPEX,R8540553,Hateg,1,2026.07,Operatori mici
VALYSCOM ROIESTI SRL,R7992178,Craiova,1,2026.07,Operatori mici
EXODUS AVANTE SRL,R41984965,Galati,1,2026.07,Operatori mici
MIH & CALIN TRANS INT SRL,R36152263,Galati,1,2026.07,Operatori mici
TEAM 093 EXPEDITIE SRL,R34549020,Galati,1,2026.07,Operatori mici
ELMARI TRANS,R18782716,Galati,1,2026.07,Operatori mici
VEGA 93,R3118800,Galati,1,2026.07,Operatori mici
BPC EPIPAM PILTRANS SRL,R41542220,Gala?i,1,2026.07,Operatori mici
LNM FOREX SRL,R30191999,Cudalbi,1,2026.07,Operatori mici
LUPU ION GHEORGHE INTREPRINDERE INDIVIDUALA,R34827674,Cudalbi,1,2026.07,Operatori mici
SNERIRAL TRANS,R43634389,Calugareni,1,2026.07,Operatori mici
ROLIN INTERTRANS SRL,R44132429,POPESTI-LEORDENI,1,2026.07,Operatori mici
LUKA ALE CARGO S.R.L.,R40373270,Clit,1,2026.07,Operatori mici
DAVID PALCU TRANS SRL,R35557412,Moisa,1,2026.07,Operatori mici
ASS AUTO SRL,R18670321,Candesti,1,2026.07,Operatori mici
ERICANDY TRANS LOGISTICS S.R.L.,R36702600,Loc. Baneasa,1,2026.07,Operatori mici
FILIPATI TRANS SRL,R36632261,solonetu nou,1,2026.07,Operatori mici
BUCOTUR ADRIROM SRL,R37189040,Costana,1,2026.07,Operatori mici
BARAN TRANSPORT SRL,R47359648,"Bucuresti, sector 2",1,2026.07,Operatori mici
FLORICIP PENTIUC S.R.L.,R37307056,Mitocul Dragomirnei,1,2026.07,Operatori mici
EVELENTRANS MARGA S.R.L.,R37830526,"BUCURESTI, SECTOR 6",1,2026.07,Operatori mici
DUMI&MEA TRANS SRL,R33327301,Zau de Campie,1,2026.07,Operatori mici
ALYRDV TRANS SRL,R43601578,Mitocu Dragomirnei,1,2026.07,Operatori mici
HG NATURES RECYCLES,R43549984,Mitocu Dragomirnei,1,2026.07,Operatori mici
DUCOV SRL,R4673735,Hurjuieni,1,2026.07,Operatori mici
KENWORT TRANS S.R.L.,R19161377,Mitocu Dragomirnei,1,2026.07,Operatori mici
TUREA LS TRANSPORT INTERNATIONAL SRL.,R36036889,DROBETA TURNU-SEVERIN,1,2026.07,Operatori mici
F&G MAPAMOND LOGISTICS SRL,R38563850,Slobozia Conachi,1,2026.07,Operatori mici
KAUFOF COM SRL,R5632024,Glogova,1,2026.07,Operatori mici
TRANSBOG MAGNUM SRL,R43284917,Boto?ani,1,2026.07,Operatori mici
RUSS CARGO HOLDING SRL,R30147667,Comuna Falcoiu,1,2026.07,Operatori mici
IDACARGO SRL,R25921043,DEZMIR,1,2026.07,Operatori mici
CRISTIAN EXPRES LOGISTICS SRL,R45531185,"Calea Bucuresti, nr 172",1,2026.07,Operatori mici
RUNCEANU TUDORICA PFA,R40920939,Sat Runcu,1,2026.07,Operatori mici
POWER TRUCK SILO,R43546864,Ro?cani,1,2026.07,Operatori mici
MARINELA TURCA SRL,R44636833,POTOLGENI VALE,1,2026.07,Operatori mici
SALUNI FRUCT SRL,R35317720,NOJAG,1,2026.07,Operatori mici
ERIC MARELY SRL,R33488820,SAT PICIOR DE MUNTE,1,2026.07,Operatori mici
LUNTRANS GEOCATA SRL,R38596041,TARGU BUJOR,1,2026.07,Operatori mici
SC CLAUVAS TRANS SRL,R23058257,RONA DE JOS,1,2026.07,Operatori mici
IANOS DARIA SPEDITION,R35635030,"COM.UNGHENI,SAT. SATU NOU",2,2026.07,Operatori mici
VITUDOR TRANS SRL,R26651754,IOANIS,2,2026.07,Operatori mici
BUDNARIU & REMUS COMPANY SRL,R35953301,CUTINA,2,2026.07,Operatori mici
AVABETEO SPEED TRANS SRL,R38690366,COM. MOROENI,2,2026.07,Operatori mici
RODI & RALU SRL,R34789163,"SAT. VOINICENI, NR. 111B",2,2026.07,Operatori mici
BANULESCU ADRIAN AUREL INTREPRINDERE INDIVIDUALA,R40386246,PESINARI,2,2026.07,Operatori mici
MVT-TRANS PRIM SRL,R43327171,tansa,2,2026.07,Operatori mici
KTA TRUCK SPEED SRL,R42243200,DROBETA TURNU-SEVERIN,2,2026.07,Operatori mici
KARACAN LOGISTIC SRL,R48163959,VOLUNTARI,2,2026.07,Operatori mici
HDS TRANS,R33377350,Mitocu Dragomirnei,2,2026.07,Operatori mici
SAFF TRADING SRL,R6663290,Carcea,2,2026.07,Operatori mici
ANKA SIBTRANS SRL,R43419798,poplaca,2,2026.07,Operatori mici
ISADAR TRANSPORT SRL,R38105438,VALEA ADANCA,2,2026.07,Operatori mici
MAXSPED SRL,R19111956,SUDRIGIU,2,2026.07,Operatori mici
FIORUCCI DREAMS SRL,R32816482,BLEJOI,2,2026.07,Operatori mici
GECERE LOGISTIC SRL,R34694756,Tria,2,2026.07,Operatori mici
NIC-COS SPEDITION SRL,R25846278,Ovidiu,2,2026.07,Operatori mici
REATIS TRANS SRL,R37708279,Vladimir,2,2026.07,Operatori mici
RELOC SA,R2300870,Craiova,2,2026.07,Operatori mici
NETOSPEDITION GROUP SRL,R31246138,Targoviste,2,2026.07,Operatori mici
EBEN EZER,R11728523,Hateg,2,2026.07,Operatori mici
HALUPEX SRL,R499190,Cristuru Secuiesc,2,2026.07,Operatori mici
ADEDAR TRANS SRL,R37410085,Giurgiu,2,2026.07,Operatori mici
JERCOM SRL,R3846730,Targu Jiu,2,2026.07,Operatori mici
CRILELMAR SRL,R8085185,Targu Jiu,2,2026.07,Operatori mici
TRANSAPI LOGISTIC SRL,R48315755,Moara Vlasiei,2,2026.07,Operatori mici
MARIAN CRIS TRANS SRL,R14062364,Balotesti,2,2026.07,Operatori mici
CRISRAL MOTANU SRL,R26735898,Chiajna,2,2026.07,Operatori mici
GIPED TRANS SRL,R24172151,Baia Mare,2,2026.07,Operatori mici
MONT ROSE,R13637693,Cristesti,2,2026.07,Operatori mici
ICO DISTRIBUTION SRL,R26303164,Sancraiu de Mures,2,2026.07,Operatori mici
BIAMIR SRL,R15438123,Lipanesti,2,2026.07,Operatori mici
CRISTIANU IMPEX SRL,R4420945,Botosani,2,2026.07,Operatori mici
ITL AGROCOMPLEX SRL,R12695246,Lechinta,2,2026.07,Operatori mici
SMS EXPRES SRL,R16106769,Cluj Napoca,2,2026.07,Operatori mici
EMD INTERNATIONAL METAL TRANSPORT SRL,R42882157,Constanta,2,2026.07,Operatori mici
MONDO SPEDITION SRL,R22577280,Cluj Napoca,2,2026.07,Operatori mici
TARGO-SEVERTRANS SRL,R9322972,Targoviste,2,2026.07,Operatori mici
FIN-TRANS,R9998843,Arad,2,2026.07,Operatori mici
FILMAR TRANSANIM SRL,R38037392,Arad,2,2026.07,Operatori mici
LFL RAPID TRANSPORT SRL,R45170854,Arad,2,2026.07,Operatori mici
PANDORA LOGISTIC SRL,R26476378,Pitesti,2,2026.07,Operatori mici
STEFAN TRANSPORT LOGISTIC SRL,R44939861,Pitesti,2,2026.07,Operatori mici
LAUR CARGO EXPRESS S.R.L.,R41869788,Dragoslavele,2,2026.07,Operatori mici
RFG FAST SPEDITION SRL,R35337433,Cateasca,2,2026.07,Operatori mici
TAVIOAN TOP EXPRES SRL,R28177801,Campulung,2,2026.07,Operatori mici
SIMCRIS SRL,R3910132,Abrud,2,2026.07,Operatori mici
SIPCO EXPRES SRL,R28840709,Alba Iulia,2,2026.07,Operatori mici
EUROTRANS ALEXIA S.R.L.,R27578597,Oradea,2,2026.07,Operatori mici
EXPERT ENERGY SERVICES,R37200377,Radauti,2,2026.07,Operatori mici
MARIDAR TRANS S.R.L.,R11846596,Oradea,2,2026.07,Operatori mici
MEDIABANK PROD SRL,R40517198,Oradea,2,2026.07,Operatori mici
UNIVEST COM SRL,R64810,Oradea,2,2026.07,Operatori mici
HREBIN S.R.L.,R21863934,Suceava,2,2026.07,Operatori mici
TRANS MARY STELY SRL,R14814033,Suceava,2,2026.07,Operatori mici
TRANSVAL SRL,R5250121,Suceava,2,2026.07,Operatori mici
NOHAI AUTOSPEED SRL,R32160123,Suceava,2,2026.07,Operatori mici
N&B LOGISTIC,R35893196,Suceava,2,2026.07,Operatori mici
TAYFUN LOGISTIC 07 SRL,R44912157,Orlat,2,2026.07,Operatori mici
IMPERIAL TRANS PAS SRL,R42886523,Cehu Silvaniei,2,2026.07,Operatori mici
SAND NEL TRANS,R679352,Cizer,2,2026.07,Operatori mici
LAN BOVISOVIS SRL,R31726250,Zalau,2,2026.07,Operatori mici
OLI PROD SERV IMPEX SRL,R4751884,Bucuresti,2,2026.07,Operatori mici
MIRODIA PROD IMPEX,R4841316,Campulung Moldovenesc,2,2026.07,Operatori mici
NEWTEX STIL S.R.L.,R24458693,Vanatori,2,2026.07,Operatori mici
ALBA ALUMINIU SRL,R12401154,Zlatna,2,2026.07,Operatori mici
ALMOS AGROROM SRL,R18736345,Secuienii Noi,2,2026.07,Operatori mici
DIRCOM TRANSPORT SRL,R28183374,Miroslava,2,2026.07,Operatori mici
VOF SERVICE TRANS SRL,R27845430,Turda,2,2026.07,Operatori mici
LARIMARTRANS IMP EXP SRL,R37038195,Sangeorz Bai,2,2026.07,Operatori mici
NICOLIA EUROTRANS SRL,R44407970,Stefanesti,2,2026.07,Operatori mici
BERZA SRL,R14975722,Predeal Sarari,2,2026.07,Operatori mici
TRANSCONT EXPEDITII SRL,R5861974,Pielesti,2,2026.07,Operatori mici
LOG LUHEI TRANS SRL,R39509191,Poienile de Sub Munte,2,2026.07,Operatori mici
ANTOCLAU SPEDITION&LOGISTIC SRL,R31790155,Salonta,2,2026.07,Operatori mici
MYC DELIVERY LOGISTIC SRL,R36605950,Priboieni,2,2026.07,Operatori mici
GGG TIR-TRANS SRL,R41736790,Ivesti,2,2026.07,Operatori mici
MYLDENI SRL,R21435806,Ramnicu Valcea,2,2026.07,Operatori mici
TRANSCARPATIN SRL,R15181916,Vaslui,2,2026.07,Operatori mici
JUMBO TRANS SRL,R6596221,Ramnicu Valcea,2,2026.07,Operatori mici
ONR LOGISTIC SRL,R50665710,Brezoi,2,2026.07,Operatori mici
ATLAS ALPIN SRL,R39529776,Voineasa,2,2026.07,Operatori mici
VERIATRANS COMPANY SRL,R30693081,Iasi,12,2026.07,Operatori medii 1
ATLAS IMOBILIARE,R22452120,CIUGUD,12,2026.07,Operatori medii 1
REBLINE SPEED S.R.L.,R33543577,IPOTE?TI,3,2026.07,Operatori mici
TGF LOGISTIC FLOR S.R.L-D,R35708990,Com. Merisani,3,2026.07,Operatori mici
SC EVELDAVY SRL,R35428388,solonetu nou,3,2026.07,Operatori mici
FLORIN&ANDREEA SRL,R21680473,IANOSDA,3,2026.07,Operatori mici
MASIFPANEL SRL,R24368027,Insuratei,3,2026.07,Operatori mici
DURIST FOREST SRL,R27920710,RM.VALCEA,3,2026.07,Operatori mici
ARTEMON PLUS SRL,R36268692,Iasi,3,2026.07,Operatori mici
HUMEL TRANS SRL,R9400876,Baia Mare,3,2026.07,Operatori mici
BRADAR TRANS SRL,R6609291,Baia Mare,3,2026.07,Operatori mici
VLADU MARIUS,R3034954,Slatina,3,2026.07,Operatori mici
KUX ACTUALITY SRL,R33888460,Medias,3,2026.07,Operatori mici
ROCADA TRANS,R16464830,Santana de Mures,3,2026.07,Operatori mici
KAYIKCIOGLU INTERNATIONAL TRANSPORT SRL,R13667376,Clinceni,3,2026.07,Operatori mici
ERDELYI FA SRL,R18246815,Gheorgheni,3,2026.07,Operatori mici
ERALLD TRANS INTERNATIONAL,R45206303,Arad,3,2026.07,Operatori mici
OCTET,R2758142,Arad,3,2026.07,Operatori mici
TOTALIBRA SRL,R19073739,Bacau,3,2026.07,Operatori mici
CDI LOGISTIC SERV SRL,R34972020,Cluj Napoca,3,2026.07,Operatori mici
VIO & RYN NORD SPEDITION S.R.L,R42224135,Sighetul Marmatiei,3,2026.07,Operatori mici
EUROCARGO SRL,R252865,Turda,3,2026.07,Operatori mici
SILCOREX SRL,R22014694,Fartatesti,3,2026.07,Operatori mici
BINLIV CONTRANS LOGISTIC SRL,R34281377,Valea Iasului,3,2026.07,Operatori mici
DANINA TRANSFORCE SRL,R31057759,Virfu Cimpului,3,2026.07,Operatori mici
IMPROMA SRL,R13680898,Fratautii Noi,3,2026.07,Operatori mici
EXODUS SRL,R8126870,Botiz,3,2026.07,Operatori mici
ONICA LOGISTIC SRL,R25555643,Batarci,3,2026.07,Operatori mici
KARIM SPEDITION LKW,R29469138,Suceava,3,2026.07,Operatori mici
VIRMUS PROD S.R.L.,R727891,Suceava,3,2026.07,Operatori mici
RAM-LUC COM SRL,R8527678,Suceava,3,2026.07,Operatori mici
CIP MELODISM,R10718416,Bacova,3,2026.07,Operatori mici
ROMALDO SRL,R9744373,Timisoara,3,2026.07,Operatori mici
ROFRES IMPEX SRL,R8810550,Oradea,3,2026.07,Operatori mici
CARAUSU COM PROD,R5347311,Liteni,3,2026.07,Operatori mici
DTZ TRANSPORT SOLUTIONS SRL,R35851808,Scheia,3,2026.07,Operatori mici
IANFAB,R32631360,Oradea,4,2026.07,Operatori mici
SC MASECO EXPRES SRL,R26994418,Suceava,4,2026.07,Operatori mici
TRANS DARO EXPRES SRL,R21274610,Sibiu,4,2026.07,Operatori mici
AGROFRUCT TARLEA,R36257740,Vicovu de Jos,4,2026.07,Operatori mici
SONRISA SRL,R24932516,Visinesti,4,2026.07,Operatori mici
ELV TRANS SRL,R20943547,Turda,4,2026.07,Operatori mici
LICURICI IMPEX SRL,R4102968,Onesti,4,2026.07,Operatori mici
PROMOTOR TRANS SRL,R7611362,Petrosani,4,2026.07,Operatori mici
TRANS COMPANY GIGI SRL,R913606,Targoviste,4,2026.07,Operatori mici
LUCAS PROFIL SRL,R28745170,Campia Turzii,4,2026.07,Operatori mici
AMBRUS PROD,R3861757,Arad,4,2026.07,Operatori mici
PALAMUTLAR ATILLA SRL,R27918141,Pitesti,4,2026.07,Operatori mici
SELEROM TRANS INTERNATIONAL SRL,R41185712,Magurele,4,2026.07,Operatori mici
FLORTEA TRANS,R32094976,Mitocu Dragomirnei,4,2026.07,Operatori mici
TIMA FRUIT SRL,R25996577,Com. Isvoarele,4,2026.07,Operatori mici
ELISEB PREUTESTI SRL,R41877500,PREUTESTI,4,2026.07,Operatori mici
GIO EURO TRANSPORT SRL,R42043295,ORAS PANTELIMON,4,2026.07,Operatori mici
CAO TRANS SRL,R39809105,SAT SCOPOSENI,4,2026.07,Operatori mici
ROGRIALTRANS SPEDITION SRL,R32453336,Rosu,5,2026.07,Operatori mici
PATRIC TRANS S.R.L,R7695487,Galati,5,2026.07,Operatori mici
ENE TRANSCOM LOGISTIK SRL,R29183747,Bradu,5,2026.07,Operatori mici
ALM SCAR TRUCK SRL,R35928030,Bilciuresti,5,2026.07,Operatori mici
AGM TOTAL SPED SRL,R35395531,Dragodana,5,2026.07,Operatori mici
MSM IMPORT EXPORT SRL,R19243612,Cluj Napoca,5,2026.07,Operatori mici
UDG EVOLUTION TRANSPORT,R41873665,Poarta Alba,5,2026.07,Operatori mici
SUCEAVA NETWORK SRL,R28928275,Suceava,5,2026.07,Operatori mici
AUTOLUGOJANA,R1845690,Lugoj,5,2026.07,Operatori mici
NUNUCU TRANSPORTE SRL,R39144060,Milisauti,6,2026.07,Operatori mici
PROPANDA SRL,R6872670,Radauti,6,2026.07,Operatori mici
LAND STAR CARGO SRL,R43420237,Oradea,6,2026.07,Operatori mici
SIMY BEST TRANS SRL,R23522038,Popesti Leordeni,6,2026.07,Operatori mici
TIACOMROM SRL,R17976161,Alesd,6,2026.07,Operatori mici
NICOR TRANSLOGSERVICE SRL,R22390346,Iasi,6,2026.07,Operatori mici
STEEL BEAR SERVICES SRL,R39306979,Iasi,7,2026.07,Operatori mici
KA-MA KARGO TRANS SRL,R42045024,Iasi,7,2026.07,Operatori mici
ANSIAN GROUPTRANSPORT SRL,R42438333,Baia de Fier,7,2026.07,Operatori mici
TAVI SPEED COMPLET SRL,R36425010,Pitesti,7,2026.07,Operatori mici
TRANSPECIAL MOVING,R38682347,Marghita,7,2026.07,Operatori mici
CIOTCARGO SRL,R35226281,Vaslui,7,2026.07,Operatori mici
SAV TIR TRANS SRL,R44502777,Vaslui,8,2026.07,Operatori mici
EXPEDITII RUTIERE SRL,R8300011,Zarnesti,8,2026.07,Operatori mici
AMEDEEA ACCOMODATION SRL,R38726834,Timisoara,8,2026.07,Operatori mici
STEF SI REBECA TRANS,R32029080,Gaesti,8,2026.07,Operatori mici
GROSS TRANSPORT SRL,R21273852,Iasi,8,2026.07,Operatori mici
TRANS AGRO SRL,R13689803,Targu Mures,8,2026.07,Operatori mici
PACKAGE SPEDITION SRL,R27207572,SAT BAGAU,8,2026.07,Operatori mici
DOBRE IT FLORIN INTREPRINDERE INDIVIDUALA,R26118671,Dor Marunt,9,2026.07,Operatori mici
HOLLAND COLD TRANS IMPEX SRL,R13991088,Gioseni,9,2026.07,Operatori mici
EVERY DAY PROD-COM,R7785962,Fratautii Vechi,9,2026.07,Operatori mici
BOLK TRANSPORT SRL,R25103940,Luna de Sus,10,2026.07,Operatori medii 1
ROMSPEDITION SRL,R15454943,Targoviste,10,2026.07,Operatori medii 1
GRUP BIANCA TRANS S.A.,R18846755,Brasov,10,2026.07,Operatori medii 1
SENSOIL SISTEM SRL,R26385946,Constanta,10,2026.07,Operatori medii 1
DANBY TRANS SRL,R28038722,Valea Mare,10,2026.07,Operatori medii 1
GORDIUS SRL,R3896143,Satu Mare,11,2026.07,Operatori medii 1
TRANS LIGIUS S.R.L.,R26254525,Beregsau Mic,11,2026.07,Operatori medii 1
KOPPANYI TRANS SRL,R36906383,Tileagd,12,2026.07,Operatori medii 1
ORIZONT SIGHETU MARMATIEI SRL,R2204805,Sighetul Marmatiei,12,2026.07,Operatori medii 1
DANCLEAN FRESH SRL,R24440980,Harsova,11,2026.07,Operatori medii 1
PREFAB SA - PUNCT DE LUCRU JUD CALARASI,R1916198,Calarasi,11,2026.07,Operatori medii 1
ROMARIS,R13658530,Targu Mures,11,2026.07,Operatori medii 1
VIATERRA EXPEDITII SRL,R29188116,Deva,11,2026.07,Operatori medii 1
OLINT COM SRL,R7918740,Radauti,12,2026.07,Operatori medii 1
VIVAT CONSTRUCT,R5111727,Scheia,2,2026.07,Operatori mici
EDUTRANS LOGISTIC SRL,R33939823,Stulpicani,2,2026.07,Operatori mici
ABSOLUT GROUP,R11778220,Siret,2,2026.07,Operatori mici
ELATRANS SRL,R18879620,Siret,2,2026.07,Operatori mici
MARVIO SPEED SRL,R27448503,Gura Humorului,2,2026.07,Operatori mici
COPECAR SRL,R31536581,Liteni,2,2026.07,Operatori mici
SAM-BYAN SRL,R28523573,Fratautii Vechi,2,2026.07,Operatori mici
OMEX,R2719879,Oradea,2,2026.07,Operatori mici
MASTERPLAST ROMANIA SRL,R13718003,Oradea,2,2026.07,Operatori mici
CROITEX,R5501886,Oradea,2,2026.07,Operatori mici
IN TIME CARGO.RO,R35482255,Lugoj,2,2026.07,Operatori mici
BPB PLAST SRL,R18425241,Timisoara,2,2026.07,Operatori mici
KENDRA GROUP SRL,R6825686,Timisoara,2,2026.07,Operatori mici
RESA,R12239258,Timisoara,2,2026.07,Operatori mici
BOBDA-ROM,R4248093,Timisoara,2,2026.07,Operatori mici
BLABLA EUROTRANS SRL,R37322706,Suceava,2,2026.07,Operatori mici
PETFLOR TRANS SRL,R23979243,Suceava,2,2026.07,Operatori mici
POLI-TEHNIC GROUP.SRL,R18996884,Suceava,2,2026.07,Operatori mici
MODANAR EXPRES SRL,R41918066,Siret,2,2026.07,Operatori mici
MIR-TRANS SPEDITION S.R.L.,R15789523,Suceava,2,2026.07,Operatori mici
DEMETRIS,R13491228,Suceava,2,2026.07,Operatori mici
MOBICOM SA,R644184,Satu Mare,2,2026.07,Operatori mici
DINIVIO,R14541049,Balcauti,2,2026.07,Operatori mici
RADU SIBTRANS SRL,R40233889,Orlat,2,2026.07,Operatori mici
TOTAL TDC SRL,R28220413,Sibiu,2,2026.07,Operatori mici
JINARUL SRL,R2683783,Sibiu,2,2026.07,Operatori mici
VIVA TRANS SRL,R13654465,Zalau,2,2026.07,Operatori mici
LINTEROM CARGO,R32449734,Calafindesti,2,2026.07,Operatori mici
ADE-ECOSERV SRL,R23131773,Harsova,2,2026.07,Operatori mici
DANAMARI SRL,R13950681,Seini,2,2026.07,Operatori mici
SORIN&GABI TRANSCOM SRL,R31743056,Petrechioaia,2,2026.07,Operatori mici
MARGINEANA,R7927994,Nadab,2,2026.07,Operatori mici
HP ATAMAN TRANS EURO SRL,R37025969,Vaslui,2,2026.07,Operatori mici
ORTONA EXPRES SRL,R21603381,Dragasani,2,2026.07,Operatori mici
IZAOVITRANS ANDREEA SRL,R32541004,Ovidiu,2,2026.07,Operatori mici
TOPDRICE EXPRES SRL,R42547888,Malu Mare,2,2026.07,Operatori mici
CAMIMAR SRL,R16936851,Stei,2,2026.07,Operatori mici
NESTALA PROD COM SRL,R8719452,Valenii de Munte,2,2026.07,Operatori mici
DOMENIUL COROANEI SEGARCEA SRL,R15022473,Segarcea,2,2026.07,Operatori mici
GEORDINA IMPEX,R4640649,Batar,2,2026.07,Operatori mici
APETRI ANDREEA GABRIELA INTREPRINDERE  INDIVIDUALA,R29538262,Mihaileni,2,2026.07,Operatori mici
ZOLACT INTERPRISE SRL,R18197496,Horodniceni,2,2026.07,Operatori mici
TUTU COMPANY SRL,R2821002,Comanesti,2,2026.07,Operatori mici
AMO UNLIMTED TRANS,R42606313,Zvoristea,2,2026.07,Operatori mici
LUPFAN TRANS SRL,R25918668,Zvoristea,2,2026.07,Operatori mici
MOLDOTRANS SRL,R2672814,Deva,2,2026.07,Operatori mici
TROPICAL SRL,R8873973,Joseni,2,2026.07,Operatori mici
TITANIC TRANS SRL,R21407431,Targoviste,2,2026.07,Operatori mici
ACMTRANSPORT SRL,R41467756,Galati,2,2026.07,Operatori mici
HOLDER TRANS SRL,R25138263,Galati,2,2026.07,Operatori mici
COSTRANS CAR SRL,R17507408,Galati,2,2026.07,Operatori mici
MONBAT RECYCLING S.R.L.,R21538860,Pantelimon,2,2026.07,Operatori mici
FDR MODUL TRANNSPORTURI SRL,R32432490,Dobroesti,2,2026.07,Operatori mici
COSMADOR AUTOSERV SRL,R5916891,Afumati,2,2026.07,Operatori mici
INTER TOURS SRL,R1207153,Targu Mures,2,2026.07,Operatori mici
ALLSTAR PROD SRL,R6626276,Targu Mures,2,2026.07,Operatori mici
CONSERVFRUCT S.R.L.,R4998460,Baltatesti,2,2026.07,Operatori mici
ISORCOM,R11152683,Piatra Neamt,2,2026.07,Operatori mici
GEOVALI TRANS SRL,R24374274,Cocorastii Mislii,2,2026.07,Operatori mici
RAITRUCK  SOLUTIONS SRL,R43321560,Iasi,2,2026.07,Operatori mici
TRANSCOM FIII FULGERULUI,R1240931,Reghin,2,2026.07,Operatori mici
PRISMIX SPEDITION SRL,R34113063,Cluj Napoca,2,2026.07,Operatori mici
ANGELINO SPEDITION SRL,R41654070,Constanta,2,2026.07,Operatori mici
BLACK SEA CROWN LOGISTIC SRL,R27859053,Constanta,2,2026.07,Operatori mici
BRUTARU SRL,R912309,Targoviste,2,2026.07,Operatori mici
RITCOM SRL,R6372151,Dorohoi,2,2026.07,Operatori mici
PAINICH TRANS SRL,R10094401,Livada de Bihor,2,2026.07,Operatori mici
HORATIU SRL,R568109,Livezile,2,2026.07,Operatori mici
OLYCON-FOREST,R21584395,Botosani,2,2026.07,Operatori mici
GIUMBY TRANS S.R.L,R20630671,Botosani,2,2026.07,Operatori mici
GAVONI SRL,R15969079,Borod,2,2026.07,Operatori mici
BONIFAC EXIM SRL,R5343948,Alparea,2,2026.07,Operatori mici
DUO GROUP SRL,R7364777,Arad,2,2026.07,Operatori mici
ALTOBELLI SPEED TRANS,R35295451,Arad,2,2026.07,Operatori mici
CARGO SPEED DANESCU SRL,R31415350,Pitesti,2,2026.07,Operatori mici
APULUM SA,R1758381,Alba Iulia,2,2026.07,Operatori mici
ADEMA TRANS SRL,R15107502,MIHESU DE CAMPIE,2,2026.07,Operatori mici
WONDER FOODS SRL,R33927977,VOLUNTARI,2,2026.07,Operatori mici
EPINEX SRL,R429720,Giuvaz,2,2026.07,Operatori mici
TERRA PLAST SRL,R16592022,Lunca,2,2026.07,Operatori mici
BABU TRANS SRL,R23405224,Soporu de Campie,2,2026.07,Operatori mici
ECADOR SRL,R14055375,COMUNA FRATAUTII NOI,2,2026.07,Operatori mici
VALSTROE COMPANY,R31237156,crivatu,2,2026.07,Operatori mici
PATRU FÂNTÂNI S.R.L,R17560134,Cepari,2,2026.07,Operatori mici
GOLD MARI 2013 SRL,R31396410,Racsa,2,2026.07,Operatori mici
RADO KARGO TRANS SRL,R33245643,COM TUGLUI NR851,2,2026.07,Operatori mici
LYOSPEDITION SRL,R21877344,BENGESTI-CIOCADIA,3,2026.07,Operatori mici
NICOLSERV AUTOCENTER SRL,R31585894,VESTEM,3,2026.07,Operatori mici
ABELVENT-TRANS SRL,R15261691,com. Ocland,3,2026.07,Operatori mici
